"No.","Time","Source","Destination","Protocol","Length","Antenna signal","Data rate (Mb/s)","SSID","Signal strength (dBm)","Type/Subtype","Info"
"806","12.716171109","103.25.231.30","192.168.33.211","SSLv2","1456","-29 dBm,-38 dBm,-29 dBm","130","","-29 dBm","QoS Data","Encrypted Data, Continuation Data"
"807","12.716176519","103.25.231.30","192.168.33.211","SSL","1456","-29 dBm,-38 dBm,-29 dBm","130","","-29 dBm","QoS Data","Continuation Data"
"809","12.716952067","103.25.231.30","192.168.33.211","TCP","1456","-27 dBm,-36 dBm,-27 dBm","104","","-27 dBm","QoS Data","[TCP Retransmission] 443  >  58879 [ACK] Seq=958879 Ack=4856 Win=42368 Len=1306 TSval=898421549 TSecr=2942639092"
"810","12.716991122","103.25.231.30","192.168.33.211","TCP","1456","-27 dBm,-36 dBm,-27 dBm","104","","-27 dBm","QoS Data","[TCP Retransmission] 443  >  58879 [ACK] Seq=968021 Ack=4856 Win=42368 Len=1306 TSval=898421549 TSecr=2942639097"
"811","12.716999757","103.25.231.30","192.168.33.211","TCP","1456","-27 dBm,-36 dBm,-27 dBm","104","","-27 dBm","QoS Data","[TCP Retransmission] 443  >  58879 [ACK] Seq=969327 Ack=4856 Win=42368 Len=1306 TSval=898421549 TSecr=2942639097"
"812","12.717012987","103.25.231.30","192.168.33.211","TCP","1456","-27 dBm,-36 dBm,-27 dBm","104","","-27 dBm","QoS Data","[TCP Retransmission] 443  >  58879 [ACK] Seq=970633 Ack=4856 Win=42368 Len=1306 TSval=898421549 TSecr=2942639097"
"813","12.717018212","103.25.231.30","192.168.33.211","TCP","1456","-27 dBm,-36 dBm,-27 dBm","104","","-27 dBm","QoS Data","[TCP Retransmission] 443  >  58879 [ACK] Seq=973245 Ack=4856 Win=42368 Len=1306 TSval=898421549 TSecr=2942639097"
"814","12.717023398","103.25.231.30","192.168.33.211","TCP","1456","-27 dBm,-36 dBm,-27 dBm","104","","-27 dBm","QoS Data","[TCP Retransmission] 443  >  58879 [ACK] Seq=974551 Ack=4856 Win=42368 Len=1306 TSval=898421550 TSecr=2942639097"
"815","12.717028863","103.25.231.30","192.168.33.211","TCP","1456","-27 dBm,-36 dBm,-27 dBm","104","","-27 dBm","QoS Data","[TCP Retransmission] 443  >  58879 [ACK] Seq=978469 Ack=4856 Win=42368 Len=1306 TSval=898421550 TSecr=2942639097 [TCP PDU reassembled in 806]"
"816","12.717033817","103.25.231.30","192.168.33.211","TCP","1456","-27 dBm,-36 dBm,-27 dBm","104","","-27 dBm","QoS Data","[TCP Retransmission] 443  >  58879 [ACK] Seq=981081 Ack=4856 Win=42368 Len=1306 TSval=898421550 TSecr=2942639097 [TCP PDU reassembled in 806]"
"817","12.717039442","103.25.231.30","192.168.33.211","TCP","1456","-27 dBm,-36 dBm,-27 dBm","104","","-27 dBm","QoS Data","[TCP Retransmission] 443  >  58879 [ACK] Seq=984999 Ack=4856 Win=42368 Len=1306 TSval=898421550 TSecr=2942639097 [TCP PDU reassembled in 806]"
"818","12.717045896","103.25.231.30","192.168.33.211","TCP","1456","-27 dBm,-36 dBm,-27 dBm","104","","-27 dBm","QoS Data","[TCP Retransmission] 443  >  58879 [ACK] Seq=986305 Ack=4856 Win=42368 Len=1306 TSval=898421550 TSecr=2942639097 [TCP PDU reassembled in 806]"
"819","12.717052187","103.25.231.30","192.168.33.211","TCP","1456","-27 dBm,-36 dBm,-27 dBm","104","","-27 dBm","QoS Data","[TCP Retransmission] 443  >  58879 [ACK] Seq=987611 Ack=4856 Win=42368 Len=1306 TSval=898421550 TSecr=2942639097"
"820","12.717058542","103.25.231.30","192.168.33.211","TCP","1456","-27 dBm,-36 dBm,-27 dBm","104","","-27 dBm","QoS Data","[TCP Retransmission] 443  >  58879 [ACK] Seq=988917 Ack=4856 Win=42368 Len=1306 TSval=898421550 TSecr=2942639097"
"824","12.717092216","192.168.33.211","103.25.231.30","TCP","150","-36 dBm,-43 dBm,-36 dBm","144.444","","-36 dBm","QoS Data","58879  >  443 [ACK] Seq=4856 Ack=948431 Win=5190 Len=0 TSval=2942639384 TSecr=898421546"
"825","12.717098591","192.168.33.211","103.25.231.30","TCP","150","-36 dBm,-43 dBm,-36 dBm","144.444","","-36 dBm","QoS Data","[TCP ACKed unseen segment] 58879  >  443 [ACK] Seq=4856 Ack=958879 Win=5190 Len=0 TSval=2942639387 TSecr=898421549"
"829","12.720031626","192.168.33.211","103.25.231.30","TCP","150","-36 dBm,-43 dBm,-36 dBm","144.444","","-36 dBm","QoS Data","[TCP ACKed unseen segment] 58879  >  443 [ACK] Seq=4856 Ack=990223 Win=5190 Len=0 TSval=2942639391 TSecr=898421549"
"835","12.736263033","103.25.231.30","192.168.33.211","SSL","1456","-29 dBm,-38 dBm,-29 dBm","130","","-29 dBm","QoS Data","Continuation Data"
"836","12.736273946","103.25.231.30","192.168.33.211","SSL","1456","-29 dBm,-38 dBm,-29 dBm","130","","-29 dBm","QoS Data","Continuation Data"
"837","12.736277726","103.25.231.30","192.168.33.211","SSL","1456","-29 dBm,-38 dBm,-29 dBm","130","","-29 dBm","QoS Data","Continuation Data"
"838","12.736281496","103.25.231.30","192.168.33.211","SSL","1456","-29 dBm,-38 dBm,-29 dBm","130","","-29 dBm","QoS Data","Continuation Data"
"839","12.736285425","103.25.231.30","192.168.33.211","SSL","1456","-29 dBm,-38 dBm,-29 dBm","130","","-29 dBm","QoS Data","Continuation Data"
"841","12.737951416","103.25.231.30","192.168.33.211","SSL","1456","-29 dBm,-37 dBm,-29 dBm","130","","-29 dBm","QoS Data","Continuation Data"
"842","12.739234834","103.25.231.30","192.168.33.211","TCP","1456","-27 dBm,-36 dBm,-27 dBm","104","","-27 dBm","QoS Data","[TCP Retransmission] 443  >  58879 [ACK] Seq=996753 Ack=4856 Win=42368 Len=1306 TSval=898421701 TSecr=2942639259"
"843","12.739247553","103.25.231.30","192.168.33.211","SSL","1456","-27 dBm,-36 dBm,-27 dBm","104","","-27 dBm","QoS Data","Continuation Data"
"844","12.739251370","103.25.231.30","192.168.33.211","SSL","1456","-27 dBm,-36 dBm,-27 dBm","104","","-27 dBm","QoS Data","Continuation Data"
"845","12.739254527","103.25.231.30","192.168.33.211","SSL","1456","-27 dBm,-36 dBm,-27 dBm","104","","-27 dBm","QoS Data","Continuation Data"
"846","12.739257618","103.25.231.30","192.168.33.211","SSL","1456","-27 dBm,-36 dBm,-27 dBm","104","","-27 dBm","QoS Data","Continuation Data"
"847","12.739260930","103.25.231.30","192.168.33.211","SSL","1456","-27 dBm,-36 dBm,-27 dBm","104","","-27 dBm","QoS Data","Continuation Data"
"848","12.739263852","103.25.231.30","192.168.33.211","SSL","1456","-27 dBm,-36 dBm,-27 dBm","104","","-27 dBm","QoS Data","Continuation Data"
"849","12.739267097","103.25.231.30","192.168.33.211","SSL","1456","-27 dBm,-36 dBm,-27 dBm","104","","-27 dBm","QoS Data","Continuation Data"
"850","12.739270194","103.25.231.30","192.168.33.211","SSL","1456","-27 dBm,-36 dBm,-27 dBm","104","","-27 dBm","QoS Data","Continuation Data"
"851","12.739273352","103.25.231.30","192.168.33.211","SSL","1456","-27 dBm,-36 dBm,-27 dBm","104","","-27 dBm","QoS Data","Continuation Data"
"852","12.739276654","103.25.231.30","192.168.33.211","SSL","1456","-27 dBm,-36 dBm,-27 dBm","104","","-27 dBm","QoS Data","Continuation Data"
"857","12.744610294","192.168.33.211","103.25.231.30","TCP","150","-36 dBm,-43 dBm,-36 dBm","144.444","","-36 dBm","QoS Data","58879  >  443 [ACK] Seq=4856 Ack=1011119 Win=5190 Len=0 TSval=2942639414 TSecr=898421701"
"978","16.707048528","Apple_2c:98:37","2a:b8:02:f0:1e:54","802.11","84","-37 dBm,-37 dBm,-37 dBm","24","","-37 dBm","Null function (No data)","Null function (No data), SN=2798, FN=0, Flags=...P...TC"
"1004","16.822325591","192.168.33.211","142.250.193.46","TCP","162","-37 dBm,-39 dBm,-37 dBm","144.444","","-37 dBm","QoS Data","58900  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3230803213 TSecr=0 SACK_PERM"
"1005","16.822335614","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2404:6800:4002:823::200e","TCP","182","-37 dBm,-39 dBm,-37 dBm","144.444","","-37 dBm","QoS Data","58893  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1298 WS=64 TSval=4224783816 TSecr=0 SACK_PERM"
"1218","20.989299156","Apple_2c:98:37","2a:b8:02:f0:1e:54","802.11","84","-38 dBm,-39 dBm,-38 dBm","24","","-38 dBm","Null function (No data)","Null function (No data), SN=2819, FN=0, Flags=...P...TC"
"1328","24.997363696","Apple_2c:98:37","2a:b8:02:f0:1e:54","802.11","84","-38 dBm,-39 dBm,-38 dBm","24","","-38 dBm","Null function (No data)","Null function (No data), SN=2840, FN=0, Flags=...P...TC"
"1339","25.035767228","Apple_2c:98:37","2a:b8:02:f0:1e:54","802.11","84","-38 dBm,-40 dBm,-38 dBm","24","","-38 dBm","Null function (No data)","Null function (No data), SN=2841, FN=0, Flags=.......TC"
"1343","25.035994847","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2404:6800:4002:823::200e","TCP","182","-37 dBm,-40 dBm,-37 dBm","144.444","","-37 dBm","QoS Data","58894  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1298 WS=64 TSval=2941611741 TSecr=0 SACK_PERM"
"1345","25.037915270","2402:3a80:1bd5:d964::57","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","DNS","235","-27 dBm,-36 dBm,-27 dBm","117","","-27 dBm","QoS Data","Standard query response 0x3a7b AAAA clients4.google.com CNAME clients.l.google.com AAAA 2404:6800:4002:82b::200e"
"1347","25.041129146","2402:3a80:1bd5:d964::57","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","DNS","223","-27 dBm,-37 dBm,-27 dBm","117","","-27 dBm","QoS Data","Standard query response 0x9f1c A clients4.google.com CNAME clients.l.google.com A 142.250.206.110"
"1349","25.041936799","2402:3a80:1bd5:d964::57","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","DNS","257","-27 dBm,-37 dBm,-27 dBm","117","","-27 dBm","QoS Data","Standard query response 0xcdba HTTPS clients4.google.com CNAME clients.l.google.com SOA ns1.google.com"
"1353","25.044710174","192.168.33.211","103.25.231.30","TCP","150","-37 dBm,-39 dBm,-37 dBm","144.444","","-37 dBm","QoS Data","[TCP ACKed unseen segment] [TCP Previous segment not captured] 58879  >  443 [FIN, ACK] Seq=5731 Ack=1531237 Win=5190 Len=0 TSval=2942651717 TSecr=898427524"
"1354","25.044714801","192.168.33.211","103.25.231.30","TCP","150","-37 dBm,-39 dBm,-37 dBm","144.444","","-37 dBm","QoS Data","58888  >  443 [FIN, ACK] Seq=1 Ack=1 Win=9618 Len=0 TSval=2478640915 TSecr=898427355"
"1355","25.044718327","192.168.33.211","103.25.231.30","TCP","150","-37 dBm,-39 dBm,-37 dBm","144.444","","-37 dBm","QoS Data","58886  >  443 [FIN, ACK] Seq=1 Ack=1 Win=5721 Len=0 TSval=3108093199 TSecr=898427547"
"1356","25.044721891","192.168.33.211","103.25.231.30","TCP","150","-37 dBm,-39 dBm,-37 dBm","144.444","","-37 dBm","QoS Data","[TCP ACKed unseen segment] [TCP Previous segment not captured] 58878  >  443 [FIN, ACK] Seq=3906 Ack=222144 Win=3864 Len=0 TSval=2528953837 TSecr=898427577"
"1360","25.045841655","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2404:6800:4002:82b::200e","TCP","182","-37 dBm,-39 dBm,-37 dBm","144.444","","-37 dBm","QoS Data","58902  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1298 WS=64 TSval=1205547826 TSecr=0 SACK_PERM"
"1377","25.082324540","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2404:6800:4002:823::200e","TCP","182","-37 dBm,-39 dBm,-37 dBm","144.444","","-37 dBm","QoS Data","58896  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1298 WS=64 TSval=2960651183 TSecr=0 SACK_PERM"
"1378","25.082327883","192.168.33.211","142.250.193.46","TCP","162","-37 dBm,-39 dBm,-37 dBm","144.444","","-37 dBm","QoS Data","58895  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1953985377 TSecr=0 SACK_PERM"
"1562","33.034386643","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2404:6800:4002:823::200e","TCP","182","-37 dBm,-39 dBm,-37 dBm","144.444","","-37 dBm","QoS Data","[TCP Retransmission] 58894  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1298 WS=64 TSval=2941619743 TSecr=0 SACK_PERM"
"1582","33.093092427","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2404:6800:4002:823::200e","TCP","182","-38 dBm,-39 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","[TCP Retransmission] 58896  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1298 WS=64 TSval=2960659184 TSecr=0 SACK_PERM"
"1583","33.093100817","192.168.33.211","142.250.193.46","TCP","162","-38 dBm,-39 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","[TCP Retransmission] 58895  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1953993378 TSecr=0 SACK_PERM"
"1611","33.202410293","2402:3a80:1fff:3f::1108:871e","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","TCP","170","-28 dBm,-38 dBm,-28 dBm","130","","-28 dBm","QoS Data","443  >  58876 [ACK] Seq=1 Ack=1 Win=92 Len=0 TSval=1083265157 TSecr=1031442618"
"1613","33.202447464","2402:3a80:1fff:3f::1108:871e","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","TCP","170","-28 dBm,-37 dBm,-28 dBm","130","","-28 dBm","QoS Data","443  >  58876 [ACK] Seq=1 Ack=25 Win=92 Len=0 TSval=1083265157 TSecr=1031442619"
"1615","33.204763367","2402:3a80:1fff:3f::1108:871e","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","TCP","170","-28 dBm,-37 dBm,-28 dBm","130","","-28 dBm","QoS Data","443  >  58876 [RST, ACK] Seq=1 Ack=25 Win=92 Len=0 TSval=1083265157 TSecr=1031442619"
"1619","33.205630541","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2402:3a80:1fff:3f::1108:871e","TCP","170","-37 dBm,-39 dBm,-37 dBm","144.444","","-37 dBm","QoS Data","58876  >  443 [FIN, ACK] Seq=25 Ack=1 Win=2048 Len=0 TSval=1031442819 TSecr=1083265157"
"2130","49.598070347","Apple_2c:98:37","2a:b8:02:f0:1e:54","802.11","84","-37 dBm,-39 dBm,-37 dBm","24","","-37 dBm","Null function (No data)","Null function (No data), SN=2888, FN=0, Flags=...P...TC"
"2155","49.678171148","Apple_2c:98:37","2a:b8:02:f0:1e:54","802.11","84","-37 dBm,-38 dBm,-37 dBm","24","","-37 dBm","Null function (No data)","Null function (No data), SN=2889, FN=0, Flags=.......TC"
"2159","49.678377001","192.168.33.211","54.173.11.126","TLSv1.2","227","-37 dBm,-38 dBm,-37 dBm","144.444","","-37 dBm","QoS Data","Application Data, Encrypted Alert"
"2161","49.682135081","fe80::28b8:2ff:fef0:1e54","fe80::18f1:7ed2:7bfc:12a6","ICMPv6","162","-28 dBm,-39 dBm,-28 dBm","130","","-28 dBm","QoS Data","Neighbor Solicitation for fe80::18f1:7ed2:7bfc:12a6 from 2a:b8:02:f0:1e:54"
"2166","49.684311046","fe80::18f1:7ed2:7bfc:12a6","fe80::28b8:2ff:fef0:1e54","ICMPv6","162","-37 dBm,-38 dBm,-37 dBm","144.444","","-37 dBm","QoS Data","Neighbor Advertisement fe80::18f1:7ed2:7bfc:12a6 (sol)"
"2276","53.694719708","Apple_2c:98:37","2a:b8:02:f0:1e:54","802.11","84","-38 dBm,-38 dBm,-38 dBm","24","","-38 dBm","Null function (No data)","Null function (No data), SN=2899, FN=0, Flags=.......TC"
"2280","53.695095689","192.168.33.211","17.253.18.198","TCP","150","-37 dBm,-38 dBm,-37 dBm","144.444","","-37 dBm","QoS Data","58851  >  80 [FIN, ACK] Seq=1 Ack=1 Win=2053 Len=0 TSval=1793228578 TSecr=3314272172"
"3332","85.851362807","Apple_2c:98:37","2a:b8:02:f0:1e:54","802.11","84","-39 dBm,-39 dBm,-39 dBm","24","","-39 dBm","Null function (No data)","Null function (No data), SN=2951, FN=0, Flags=.......TC"
"3416","86.058778347","Apple_2c:98:37","2a:b8:02:f0:1e:54","802.11","84","-38 dBm,-39 dBm,-38 dBm","24","","-38 dBm","Null function (No data)","Null function (No data), SN=2952, FN=0, Flags=...P...TC"
"3503","89.883221637","Apple_2c:98:37","2a:b8:02:f0:1e:54","802.11","84","-39 dBm,-41 dBm,-39 dBm","24","","-39 dBm","Null function (No data)","Null function (No data), SN=2962, FN=0, Flags=...P...TC"
"3998","102.301571121","Apple_2c:98:37","2a:b8:02:f0:1e:54","802.11","84","-37 dBm,-39 dBm,-37 dBm","24","","-37 dBm","Null function (No data)","Null function (No data), SN=2983, FN=0, Flags=.......TC"
"4003","102.301610891","192.168.33.211","54.192.142.4","TCP","138","-37 dBm,-39 dBm,-37 dBm","130","","-37 dBm","QoS Data","58889  >  443 [ACK] Seq=1 Ack=1 Win=2048 Len=0"
"4018","102.364041113","54.192.142.4","192.168.33.211","TCP","150","-28 dBm,-38 dBm,-28 dBm","130","","-28 dBm","QoS Data","[TCP ACKed unseen segment] 443  >  58889 [ACK] Seq=1 Ack=2 Win=144 Len=0 TSval=2166074486 TSecr=1013748399"
